date,state_code,state_name,total_positive,total_negative,total_tests,hospitalized_currently,total_deaths,new_positive_cases,new_negative_tests,new_deaths
2020-11-21,TX,Texas,1085524.0,8822605.0,9908129.0,8245.0,20467.0,12826,108067,171
2020-11-22,TX,Texas,1094275.0,8897145.0,9991420.0,8174.0,20556.0,8751,74540,89
2020-11-23,TX,Texas,1100979.0,9022877.0,10123856.0,8353.0,20588.0,6704,125732,32
2020-11-24,TX,Texas,1115371.0,9125032.0,10240403.0,8495.0,20750.0,14392,102155,162
2020-11-25,TX,Texas,1130980.0,9188862.0,10319842.0,8585.0,20950.0,15609,63830,200
2020-11-26,TX,Texas,1143616.0,9242578.0,10386194.0,8706.0,21156.0,12636,53716,206
2020-11-27,TX,Texas,1147045.0,9351514.0,10498559.0,8518.0,21207.0,3429,108936,51
2020-11-28,TX,Texas,1151069.0,9485780.0,10636849.0,8597.0,21309.0,4024,134266,102
2020-11-29,TX,Texas,1157273.0,9546404.0,10703677.0,8634.0,21357.0,6204,60624,48
2020-11-30,TX,Texas,1168111.0,9593648.0,10761759.0,8900.0,21379.0,10838,47244,22
2020-12-01,TX,Texas,1184250.0,9685952.0,10870202.0,9047.0,21549.0,16139,92304,170
2020-12-02,TX,Texas,1200674.0,9731872.0,10932546.0,9109.0,21756.0,16424,45920,207
2020-12-03,TX,Texas,1215113.0,9802334.0,11017447.0,9151.0,22000.0,14439,70462,244
2020-12-04,TX,Texas,1228812.0,9882224.0,11111036.0,9015.0,22255.0,13699,79890,255
2020-12-05,TX,Texas,1240750.0,10002003.0,11242753.0,8916.0,22502.0,11938,119779,247
2020-12-06,TX,Texas,1249323.0,10111653.0,11360976.0,8681.0,22594.0,8573,109650,92
2020-03-07,UT,Utah,1.0,15.0,16.0,0.0,0.0,0,0,0
2020-03-08,UT,Utah,1.0,26.0,27.0,0.0,0.0,0,11,0
2020-03-09,UT,Utah,1.0,33.0,34.0,0.0,0.0,0,7,0
2020-03-10,UT,Utah,2.0,44.0,46.0,0.0,0.0,1,11,0
2020-03-11,UT,Utah,2.0,70.0,72.0,0.0,0.0,0,26,0
2020-03-12,UT,Utah,4.0,126.0,130.0,0.0,0.0,2,56,0
2020-03-13,UT,Utah,6.0,215.0,223.0,0.0,0.0,2,89,0
2020-03-14,UT,Utah,6.0,381.0,395.0,0.0,0.0,0,166,0
2020-03-15,UT,Utah,28.0,657.0,691.0,0.0,0.0,22,276,0
2020-03-16,UT,Utah,39.0,983.0,1037.0,0.0,0.0,11,326,0
2020-03-17,UT,Utah,51.0,1425.0,1502.0,0.0,0.0,12,442,0
2020-03-18,UT,Utah,63.0,1951.0,2055.0,0.0,0.0,12,526,0
2020-03-19,UT,Utah,78.0,2515.0,2660.0,0.0,0.0,15,564,0
2020-03-20,UT,Utah,112.0,3316.0,3518.0,0.0,0.0,34,801,0
2020-03-21,UT,Utah,136.0,3906.0,4146.0,0.0,0.0,24,590,0
2020-03-22,UT,Utah,181.0,4488.0,4768.0,0.0,1.0,45,582,1
2020-03-23,UT,Utah,257.0,5564.0,5921.0,0.0,1.0,76,1076,0
2020-03-24,UT,Utah,299.0,6297.0,6728.0,0.0,1.0,42,733,0
2020-03-25,UT,Utah,346.0,7509.0,8032.0,0.0,1.0,47,1212,0
2020-03-26,UT,Utah,402.0,9170.0,9824.0,0.0,1.0,56,1661,0
2020-03-27,UT,Utah,480.0,11752.0,12545.0,0.0,2.0,78,2582,1
2020-03-28,UT,Utah,602.0,14481.0,15441.0,0.0,2.0,122,2729,0
2020-03-29,UT,Utah,719.0,17038.0,18167.0,0.0,2.0,117,2557,0
2020-03-30,UT,Utah,806.0,18332.0,19567.0,0.0,4.0,87,1294,2
2020-03-31,UT,Utah,887.0,20526.0,21930.0,0.0,5.0,81,2194,1
2020-04-01,UT,Utah,1012.0,23229.0,24843.0,0.0,7.0,125,2703,2
2020-04-02,UT,Utah,1074.0,25431.0,27219.0,0.0,7.0,62,2202,0
2020-04-03,UT,Utah,1246.0,27952.0,29937.0,0.0,7.0,172,2521,0
2020-04-04,UT,Utah,1428.0,30231.0,32429.0,0.0,8.0,182,2279,1
2020-04-05,UT,Utah,1605.0,32096.0,34477.0,0.0,8.0,177,1865,0
2020-04-06,UT,Utah,1675.0,33400.0,35915.0,0.0,13.0,70,1304,5
2020-04-07,UT,Utah,1738.0,35602.0,38310.0,0.0,13.0,63,2202,0
2020-04-08,UT,Utah,1846.0,37878.0,40803.0,0.0,13.0,108,2276,0
2020-04-09,UT,Utah,1976.0,39979.0,43090.0,0.0,13.0,130,2101,0
2020-04-10,UT,Utah,2102.0,41936.0,45241.0,0.0,17.0,126,1957,4
2020-04-11,UT,Utah,2206.0,43872.0,47426.0,0.0,18.0,104,1936,1
2020-04-12,UT,Utah,2303.0,45236.0,48937.0,0.0,18.0,97,1364,0
2020-04-13,UT,Utah,2363.0,45981.0,49776.0,0.0,18.0,60,745,0
2020-04-14,UT,Utah,2412.0,47588.0,51520.0,0.0,19.0,49,1607,1
2020-04-15,UT,Utah,2542.0,50479.0,54721.0,0.0,20.0,130,2891,1
2020-04-16,UT,Utah,2683.0,53310.0,57890.0,0.0,21.0,141,2831,1
2020-04-17,UT,Utah,2805.0,57241.0,62151.0,0.0,23.0,122,3931,2
2020-04-18,UT,Utah,2931.0,61499.0,66815.0,0.0,25.0,126,4258,2
2020-04-19,UT,Utah,3069.0,65537.0,71179.0,0.0,27.0,138,4038,2
2020-04-20,UT,Utah,3213.0,68442.0,74337.0,0.0,28.0,144,2905,1
2020-04-21,UT,Utah,3296.0,73752.0,80029.0,0.0,32.0,83,5310,4
2020-04-22,UT,Utah,3445.0,78435.0,85088.0,0.0,34.0,149,4683,2
2020-04-23,UT,Utah,3612.0,83601.0,90692.0,0.0,35.0,167,5166,1
2020-04-24,UT,Utah,3782.0,87771.0,95384.0,0.0,39.0,170,4170,4
2020-04-25,UT,Utah,3948.0,91958.0,100071.0,0.0,41.0,166,4187,2
2020-04-26,UT,Utah,4123.0,95837.0,104400.0,0.0,41.0,175,3879,0
2020-04-27,UT,Utah,4233.0,97910.0,106737.0,0.0,41.0,110,2073,0
2020-04-28,UT,Utah,4343.0,101210.0,110440.0,0.0,45.0,110,3300,4
2020-04-29,UT,Utah,4495.0,105250.0,115190.0,0.0,45.0,152,4040,0
2020-04-30,UT,Utah,4672.0,108785.0,119239.0,0.0,46.0,177,3535,1
2020-05-01,UT,Utah,4828.0,111939.0,123002.0,0.0,46.0,156,3154,0
2020-05-02,UT,Utah,4981.0,116969.0,128759.0,0.0,49.0,153,5030,3
2020-05-03,UT,Utah,5175.0,119875.0,132150.0,0.0,50.0,194,2906,1
2020-05-04,UT,Utah,5317.0,122950.0,135825.0,0.0,50.0,142,3075,0
2020-05-05,UT,Utah,5449.0,125742.0,139119.0,0.0,56.0,132,2792,6
2020-05-06,UT,Utah,5595.0,129735.0,143697.0,0.0,58.0,146,3993,2
2020-05-07,UT,Utah,5724.0,134050.0,148629.0,194.0,61.0,129,4315,3
2020-05-08,UT,Utah,5919.0,138219.0,153639.0,216.0,61.0,195,4169,0
2020-05-09,UT,Utah,6103.0,142200.0,158508.0,172.0,66.0,184,3981,5
2020-05-10,UT,Utah,6251.0,144671.0,161647.0,144.0,67.0,148,2471,1
2020-05-11,UT,Utah,6362.0,146382.0,163829.0,160.0,68.0,111,1711,1
2020-05-12,UT,Utah,6432.0,149131.0,167238.0,166.0,73.0,70,2749,5
2020-05-13,UT,Utah,6620.0,153026.0,172196.0,158.0,75.0,188,3895,2
2020-05-14,UT,Utah,6749.0,155957.0,175957.0,142.0,75.0,129,2931,0
2020-05-15,UT,Utah,6913.0,159224.0,180170.0,161.0,77.0,164,3267,2
2020-05-16,UT,Utah,7068.0,162385.0,184268.0,168.0,78.0,155,3161,1
2020-05-17,UT,Utah,7238.0,165641.0,188334.0,181.0,80.0,170,3256,2
2020-05-18,UT,Utah,7384.0,168193.0,191634.0,179.0,80.0,146,2552,0
2020-05-19,UT,Utah,7518.0,171368.0,195851.0,96.0,88.0,134,3175,8
2020-05-20,UT,Utah,7710.0,174794.0,200417.0,144.0,90.0,192,3426,2
2020-05-21,UT,Utah,7874.0,177855.0,204647.0,169.0,92.0,164,3061,2
2020-05-22,UT,Utah,8057.0,180900.0,208571.0,163.0,93.0,183,3045,1
2020-05-23,UT,Utah,8260.0,184217.0,212887.0,165.0,97.0,203,3317,4
2020-05-24,UT,Utah,8392.0,187434.0,216999.0,128.0,97.0,132,3217,0
2020-05-25,UT,Utah,8521.0,189478.0,219775.0,131.0,98.0,129,2044,1
2020-05-26,UT,Utah,8620.0,191174.0,222051.0,134.0,101.0,99,1696,3
2020-05-27,UT,Utah,8706.0,193696.0,225400.0,127.0,105.0,86,2522,4
2020-05-28,UT,Utah,8921.0,196839.0,229920.0,169.0,106.0,215,3143,1
2020-05-29,UT,Utah,9264.0,199629.0,233996.0,135.0,107.0,343,2790,1
2020-05-30,UT,Utah,9533.0,203534.0,238969.0,139.0,112.0,269,3905,5
2020-05-31,UT,Utah,9797.0,207179.0,243809.0,142.0,113.0,264,3645,1
2020-06-01,UT,Utah,9999.0,209953.0,247517.0,134.0,113.0,202,2774,0
2020-06-02,UT,Utah,10202.0,213558.0,252408.0,159.0,113.0,203,3605,0
2020-06-03,UT,Utah,10497.0,216663.0,256527.0,150.0,117.0,295,3105,4
2020-06-04,UT,Utah,10813.0,220216.0,261621.0,164.0,117.0,316,3553,0
2020-06-05,UT,Utah,11252.0,223499.0,266259.0,133.0,120.0,439,3283,3
2020-06-06,UT,Utah,11798.0,227822.0,272206.0,147.0,121.0,546,4323,1
2020-06-07,UT,Utah,12066.0,231325.0,277043.0,207.0,121.0,268,3503,0
2020-06-08,UT,Utah,12322.0,233943.0,280841.0,182.0,124.0,256,2618,3
2020-06-09,UT,Utah,12559.0,237849.0,286208.0,230.0,127.0,237,3906,3
2020-06-10,UT,Utah,12864.0,242628.0,292607.0,223.0,128.0,305,4779,1
2020-06-11,UT,Utah,13252.0,246587.0,298016.0,188.0,131.0,388,3959,3
2020-06-12,UT,Utah,13577.0,250040.0,303200.0,197.0,139.0,325,3453,8
2020-06-13,UT,Utah,13981.0,254553.0,309611.0,236.0,139.0,404,4513,0
2020-06-14,UT,Utah,14313.0,258435.0,314902.0,178.0,139.0,332,3882,0
2020-06-15,UT,Utah,14608.0,261700.0,319410.0,184.0,143.0,295,3265,4
2020-06-16,UT,Utah,14937.0,265488.0,324516.0,271.0,145.0,329,3788,2
2020-06-17,UT,Utah,15344.0,268952.0,329482.0,270.0,149.0,407,3464,4
2020-06-18,UT,Utah,15839.0,272548.0,334477.0,282.0,152.0,495,3596,3
2020-06-19,UT,Utah,16425.0,277255.0,340914.0,237.0,155.0,586,4707,3
2020-06-20,UT,Utah,17068.0,282139.0,347717.0,232.0,155.0,643,4884,0
2020-06-21,UT,Utah,17462.0,286539.0,353834.0,222.0,158.0,394,4400,3
2020-06-22,UT,Utah,17906.0,289934.0,358297.0,198.0,158.0,444,3395,0
2020-06-23,UT,Utah,18300.0,294235.0,364018.0,214.0,163.0,394,4301,5
2020-06-24,UT,Utah,18784.0,298880.0,370357.0,245.0,163.0,484,4645,0
2020-06-25,UT,Utah,19374.0,304036.0,377231.0,230.0,164.0,590,5156,1
2020-06-26,UT,Utah,20050.0,308524.0,383439.0,238.0,166.0,676,4488,2
2020-06-27,UT,Utah,20628.0,314435.0,391199.0,287.0,167.0,578,5911,1
2020-06-28,UT,Utah,21100.0,319889.0,398641.0,289.0,167.0,472,5454,0
2020-06-29,UT,Utah,21664.0,325065.0,405451.0,254.0,168.0,564,5176,1
2020-06-30,UT,Utah,22217.0,330245.0,412688.0,250.0,172.0,553,5180,4
2020-07-01,UT,Utah,22716.0,335013.0,419399.0,261.0,173.0,499,4768,1
2020-07-02,UT,Utah,23270.0,340724.0,427339.0,229.0,176.0,554,5711,3
2020-07-03,UT,Utah,23866.0,346518.0,435246.0,232.0,181.0,596,5794,5
2020-07-04,UT,Utah,24542.0,351914.0,442733.0,255.0,181.0,676,5396,0
2020-07-05,UT,Utah,24952.0,355004.0,446901.0,237.0,184.0,410,3090,3
2020-07-06,UT,Utah,25469.0,358028.0,451063.0,244.0,190.0,517,3024,6
2020-07-07,UT,Utah,26033.0,363455.0,458873.0,248.0,194.0,564,5427,4
2020-07-08,UT,Utah,26755.0,368461.0,465902.0,236.0,201.0,722,5006,7
2020-07-09,UT,Utah,27356.0,373801.0,473562.0,207.0,205.0,601,5340,4
2020-07-10,UT,Utah,28223.0,379704.0,481905.0,229.0,207.0,867,5903,2
2020-07-11,UT,Utah,28855.0,385914.0,490600.0,269.0,212.0,632,6210,5
2020-07-12,UT,Utah,29484.0,391323.0,498119.0,276.0,215.0,629,5409,3
2020-07-13,UT,Utah,30030.0,395755.0,504062.0,252.0,216.0,546,4432,1
2020-07-14,UT,Utah,30478.0,403076.0,514103.0,231.0,226.0,448,7321,10
2020-07-15,UT,Utah,30891.0,409145.0,522568.0,250.0,233.0,413,6069,7
2020-07-16,UT,Utah,31845.0,415825.0,531937.0,236.0,234.0,954,6680,1
2020-07-17,UT,Utah,32572.0,422184.0,540797.0,256.0,235.0,727,6359,1
2020-07-18,UT,Utah,33332.0,428174.0,549505.0,251.0,243.0,760,5990,8
2020-07-19,UT,Utah,34117.0,433096.0,556545.0,296.0,243.0,785,4922,0
2020-07-20,UT,Utah,34526.0,437529.0,562823.0,247.0,247.0,409,4433,4
2020-07-21,UT,Utah,35012.0,442615.0,570382.0,219.0,251.0,486,5086,4
2020-07-22,UT,Utah,35578.0,448145.0,578335.0,234.0,260.0,566,5530,9
2020-07-23,UT,Utah,36099.0,453883.0,586630.0,249.0,267.0,521,5738,7
2020-07-24,UT,Utah,36962.0,459400.0,594612.0,250.0,273.0,863,5517,6
2020-07-25,UT,Utah,37623.0,464935.0,602705.0,232.0,274.0,661,5535,1
2020-07-26,UT,Utah,37973.0,468446.0,607376.0,251.0,274.0,350,3511,0
2020-07-27,UT,Utah,38409.0,472163.0,613005.0,225.0,281.0,436,3717,7
2020-07-28,UT,Utah,38855.0,476702.0,619636.0,233.0,286.0,446,4539,5
2020-07-29,UT,Utah,39194.0,481560.0,626711.0,232.0,292.0,339,4858,6
2020-07-30,UT,Utah,39696.0,486084.0,633980.0,238.0,300.0,502,4524,8
2020-07-31,UT,Utah,40196.0,490072.0,640348.0,258.0,304.0,500,3988,4
2020-08-01,UT,Utah,40702.0,494813.0,647562.0,268.0,310.0,506,4741,6
2020-08-02,UT,Utah,41175.0,498527.0,653288.0,289.0,311.0,473,3714,1
2020-08-03,UT,Utah,41529.0,501540.0,657549.0,252.0,314.0,354,3013,3
2020-08-04,UT,Utah,41907.0,505659.0,663626.0,220.0,321.0,378,4119,7
2020-08-05,UT,Utah,42328.0,510131.0,670353.0,220.0,327.0,421,4472,6
2020-08-06,UT,Utah,42915.0,514499.0,677483.0,220.0,330.0,587,4368,3
2020-08-07,UT,Utah,43375.0,519364.0,685120.0,234.0,335.0,460,4865,5
2020-08-08,UT,Utah,43751.0,523627.0,691597.0,222.0,335.0,376,4263,0
2020-08-09,UT,Utah,44127.0,527717.0,697654.0,224.0,336.0,376,4090,1
2020-08-10,UT,Utah,44390.0,530653.0,702065.0,222.0,345.0,263,2936,9
2020-08-11,UT,Utah,44752.0,533332.0,706258.0,208.0,349.0,362,2679,4
2020-08-12,UT,Utah,45090.0,536946.0,712032.0,236.0,351.0,338,3614,2
2020-08-13,UT,Utah,45424.0,541000.0,718393.0,206.0,353.0,334,4054,2
2020-08-14,UT,Utah,45976.0,544660.0,724605.0,190.0,360.0,552,3660,7
2020-08-15,UT,Utah,46321.0,548757.0,731112.0,186.0,363.0,345,4097,3
2020-08-16,UT,Utah,46652.0,552205.0,736581.0,204.0,363.0,331,3448,0
2020-08-17,UT,Utah,46894.0,555309.0,741473.0,156.0,364.0,242,3104,1
2020-08-18,UT,Utah,47157.0,559027.0,746980.0,183.0,369.0,263,3718,5
2020-08-19,UT,Utah,47521.0,563311.0,753575.0,158.0,377.0,364,4284,8
2020-08-20,UT,Utah,47982.0,567637.0,760456.0,157.0,381.0,461,4326,4
2020-08-21,UT,Utah,48445.0,571266.0,765911.0,155.0,383.0,463,3629,2
2020-08-22,UT,Utah,48814.0,576176.0,773059.0,148.0,385.0,369,4910,2
2020-08-23,UT,Utah,49115.0,579358.0,777987.0,156.0,385.0,301,3182,0
2020-08-24,UT,Utah,49364.0,581933.0,782184.0,144.0,390.0,249,2575,5
2020-08-25,UT,Utah,49767.0,585366.0,787329.0,143.0,397.0,403,3433,7
2020-08-26,UT,Utah,50174.0,589254.0,793302.0,130.0,401.0,407,3888,4
2020-08-27,UT,Utah,50557.0,593326.0,800071.0,134.0,403.0,383,4072,2
2020-08-28,UT,Utah,50948.0,596635.0,805707.0,127.0,407.0,391,3309,4
2020-08-29,UT,Utah,51406.0,601013.0,812895.0,139.0,407.0,458,4378,0
2020-08-30,UT,Utah,51854.0,604742.0,819030.0,134.0,407.0,448,3729,0
2020-08-31,UT,Utah,52107.0,607190.0,823027.0,143.0,407.0,253,2448,0
2020-09-01,UT,Utah,52403.0,610647.0,828090.0,145.0,409.0,296,3457,2
2020-09-02,UT,Utah,52822.0,614671.0,834855.0,147.0,410.0,419,4024,1
2020-09-03,UT,Utah,53326.0,618725.0,841527.0,137.0,414.0,504,4054,4
2020-09-04,UT,Utah,53839.0,622834.0,848509.0,144.0,419.0,513,4109,5
2020-09-05,UT,Utah,54272.0,627166.0,855421.0,152.0,420.0,433,4332,1
2020-09-06,UT,Utah,54660.0,631263.0,862207.0,152.0,422.0,388,4097,2
2020-09-07,UT,Utah,55033.0,633772.0,866039.0,152.0,423.0,373,2509,1
2020-09-08,UT,Utah,55359.0,636000.0,869474.0,140.0,424.0,326,2228,1
2020-09-09,UT,Utah,55673.0,638636.0,873687.0,137.0,427.0,314,2636,3
2020-09-10,UT,Utah,56019.0,642406.0,880135.0,165.0,430.0,346,3770,3
2020-09-11,UT,Utah,56675.0,646486.0,888112.0,170.0,431.0,656,4080,1
2020-09-12,UT,Utah,57247.0,650984.0,896312.0,176.0,433.0,572,4498,2
2020-09-13,UT,Utah,57875.0,654098.0,902549.0,178.0,433.0,628,3114,0
2020-09-14,UT,Utah,58438.0,656484.0,906622.0,170.0,436.0,563,2386,3
2020-09-15,UT,Utah,59000.0,661331.0,914423.0,178.0,436.0,562,4847,0
2020-09-16,UT,Utah,59747.0,666743.0,923462.0,139.0,437.0,747,5412,1
2020-09-17,UT,Utah,60658.0,672024.0,932632.0,170.0,437.0,911,5281,0
2020-09-18,UT,Utah,61775.0,677205.0,941801.0,184.0,437.0,1117,5181,0
2020-09-19,UT,Utah,62852.0,683285.0,952067.0,177.0,440.0,1077,6080,3
2020-09-20,UT,Utah,63772.0,688333.0,961058.0,187.0,440.0,920,5048,0
2020-09-21,UT,Utah,64394.0,691696.0,967049.0,154.0,441.0,622,3363,1
2020-09-22,UT,Utah,65044.0,697315.0,975211.0,183.0,443.0,650,5619,2
2020-09-23,UT,Utah,65921.0,703989.0,986091.0,190.0,444.0,877,6674,1
2020-09-24,UT,Utah,67119.0,711293.0,998113.0,216.0,444.0,1198,7304,0
2020-09-25,UT,Utah,68530.0,717197.0,1008006.0,190.0,448.0,1411,5904,4
2020-09-26,UT,Utah,69547.0,724940.0,1020427.0,191.0,448.0,1017,7743,0
2020-09-27,UT,Utah,70615.0,730693.0,1029828.0,184.0,453.0,1068,5753,5
2020-09-28,UT,Utah,71442.0,734554.0,1036100.0,174.0,453.0,827,3861,0
2020-09-29,UT,Utah,72136.0,740073.0,1045019.0,195.0,457.0,694,5519,4
2020-09-30,UT,Utah,73042.0,746945.0,1056118.0,243.0,459.0,906,6872,2
2020-10-01,UT,Utah,74050.0,753086.0,1066905.0,259.0,459.0,1008,6141,0
2020-10-02,UT,Utah,75157.0,759967.0,1078399.0,258.0,474.0,1107,6881,15
2020-10-03,UT,Utah,76225.0,766659.0,1089734.0,217.0,476.0,1068,6692,2
2020-10-04,UT,Utah,77618.0,772212.0,1099329.0,220.0,478.0,1393,5553,2
2020-10-05,UT,Utah,78723.0,775689.0,1106862.0,222.0,482.0,1105,3477,4
2020-10-06,UT,Utah,79439.0,777621.0,1117631.0,245.0,488.0,716,1932,6
2020-10-07,UT,Utah,80446.0,781828.0,1129819.0,233.0,496.0,1007,4207,8
2020-10-08,UT,Utah,81947.0,789833.0,1142324.0,251.0,501.0,1501,8005,5
2020-10-09,UT,Utah,83290.0,796879.0,1155601.0,261.0,505.0,1343,7046,4
2020-10-10,UT,Utah,84644.0,806075.0,1168570.0,246.0,510.0,1354,9196,5
2020-10-11,UT,Utah,85844.0,810922.0,1179384.0,274.0,517.0,1200,4847,7
2020-10-12,UT,Utah,86832.0,814165.0,1185818.0,259.0,522.0,988,3243,5
2020-10-13,UT,Utah,87819.0,821305.0,1194421.0,254.0,522.0,987,7140,0
2020-10-14,UT,Utah,88963.0,828058.0,1206166.0,269.0,527.0,1144,6753,5
2020-10-15,UT,Utah,90461.0,833471.0,1219473.0,277.0,529.0,1498,5413,2
2020-10-16,UT,Utah,91957.0,833471.0,1231602.0,304.0,537.0,1496,0,8
2020-10-17,UT,Utah,93297.0,847947.0,1243404.0,313.0,540.0,1340,14476,3
2020-10-18,UT,Utah,94394.0,853851.0,1252983.0,307.0,543.0,1097,5904,3
2020-10-19,UT,Utah,95562.0,859317.0,1260142.0,304.0,546.0,1168,5466,3
2020-10-20,UT,Utah,96643.0,863299.0,1268464.0,311.0,551.0,1081,3982,5
2020-10-21,UT,Utah,98006.0,868886.0,1280311.0,338.0,557.0,1363,5587,6
2020-10-22,UT,Utah,99549.0,876577.0,1293019.0,318.0,563.0,1543,7691,6
2020-10-23,UT,Utah,101509.0,882628.0,1305371.0,321.0,567.0,1960,6051,4
2020-10-24,UT,Utah,103117.0,889617.0,1318345.0,319.0,568.0,1608,6989,1
2020-10-25,UT,Utah,104882.0,896357.0,1329460.0,313.0,572.0,1765,6740,4
2020-10-26,UT,Utah,106083.0,900719.0,1334119.0,311.0,574.0,1201,4362,2
2020-10-27,UT,Utah,107228.0,906167.0,1337238.0,309.0,578.0,1145,5448,4
2020-10-28,UT,Utah,108803.0,911159.0,1346969.0,316.0,588.0,1575,4992,10
2020-10-29,UT,Utah,110640.0,919232.0,1361952.0,338.0,598.0,1837,8073,10
2020-10-30,UT,Utah,112932.0,926583.0,1377493.0,338.0,601.0,2292,7351,3
2020-10-31,UT,Utah,114656.0,932163.0,1389062.0,335.0,604.0,1724,5580,3
2020-11-01,UT,Utah,116510.0,936881.0,1398355.0,355.0,614.0,1854,4718,10
2020-11-02,UT,Utah,117706.0,943464.0,1410145.0,366.0,614.0,1196,6583,0
2020-11-03,UT,Utah,119375.0,949064.0,1420855.0,382.0,620.0,1669,5600,6
2020-11-04,UT,Utah,121485.0,952467.0,1429386.0,401.0,625.0,2110,3403,5
2020-11-05,UT,Utah,124292.0,962052.0,1447849.0,409.0,632.0,2807,9585,7
2020-11-06,UT,Utah,127279.0,969349.0,1463556.0,414.0,649.0,2987,7297,17
2020-11-07,UT,Utah,130235.0,977759.0,1480537.0,420.0,658.0,2956,8410,9
2020-11-08,UT,Utah,132621.0,984111.0,1492793.0,437.0,659.0,2386,6352,1
2020-11-09,UT,Utah,134868.0,990535.0,1505580.0,460.0,661.0,2247,6424,2
2020-11-10,UT,Utah,137385.0,998243.0,1522009.0,453.0,672.0,2517,7708,11
2020-11-11,UT,Utah,139720.0,1004293.0,1534980.0,466.0,678.0,2335,6050,6
2020-11-12,UT,Utah,143639.0,1012077.0,1551650.0,484.0,687.0,3919,7784,9
2020-11-13,UT,Utah,145789.0,1018942.0,1567347.0,492.0,701.0,2150,6865,14
2020-11-14,UT,Utah,151141.0,1029583.0,1588754.0,507.0,710.0,5352,10641,9
2020-11-15,UT,Utah,153808.0,1035460.0,1601793.0,502.0,718.0,2667,5877,8
2020-11-16,UT,Utah,155779.0,1042778.0,1615313.0,519.0,723.0,1971,7318,5
2020-11-17,UT,Utah,158957.0,1049160.0,1629097.0,537.0,732.0,3178,6382,9
2020-11-18,UT,Utah,162028.0,1056915.0,1645292.0,564.0,740.0,3071,7755,8
2020-11-19,UT,Utah,165996.0,1067334.0,1667260.0,553.0,756.0,3968,10419,16
2020-11-20,UT,Utah,170584.0,1077091.0,1688789.0,554.0,773.0,4588,9757,17
2020-11-21,UT,Utah,173979.0,1085803.0,1706604.0,571.0,787.0,3395,8712,14
2020-11-22,UT,Utah,177176.0,1095072.0,1725711.0,579.0,793.0,3197,9269,6
2020-11-23,UT,Utah,179420.0,1099924.0,1735824.0,558.0,797.0,2244,4852,4
2020-11-24,UT,Utah,182121.0,1109001.0,1753460.0,565.0,808.0,2701,9077,11
2020-11-25,UT,Utah,183902.0,1113971.0,1765766.0,591.0,834.0,1781,4970,26
2020-11-26,UT,Utah,183902.0,1113971.0,1765766.0,591.0,834.0,0,0,0
2020-11-27,UT,Utah,190044.0,1128311.0,1797403.0,586.0,849.0,6142,14340,15
2020-11-28,UT,Utah,192087.0,1133006.0,1808085.0,581.0,863.0,2043,4695,14
2020-11-29,UT,Utah,193809.0,1136775.0,1817032.0,575.0,868.0,1722,3769,5
2020-11-30,UT,Utah,195706.0,1139688.0,1824046.0,573.0,871.0,1897,2913,3
2020-12-01,UT,Utah,198216.0,1144247.0,1835594.0,587.0,890.0,2510,4559,19
2020-12-02,UT,Utah,202220.0,1149122.0,1848316.0,584.0,906.0,4004,4875,16
2020-12-03,UT,Utah,206165.0,1155726.0,1866057.0,609.0,917.0,3945,6604,11
2020-12-04,UT,Utah,209170.0,1165332.0,1887656.0,603.0,925.0,3005,9606,8
2020-12-05,UT,Utah,212844.0,1173871.0,1907788.0,611.0,939.0,3674,8539,14
2020-12-06,UT,Utah,215407.0,1180321.0,1922236.0,605.0,939.0,2563,6450,0
2020-02-27,VA,Virginia,0.0,0.0,6445.0,0.0,0.0,0,0,0
2020-02-28,VA,Virginia,0.0,0.0,6445.0,0.0,0.0,0,0,0
2020-02-29,VA,Virginia,0.0,0.0,6447.0,0.0,0.0,0,0,0
2020-03-01,VA,Virginia,0.0,0.0,6449.0,0.0,0.0,0,0,0
2020-03-02,VA,Virginia,0.0,0.0,6450.0,0.0,0.0,0,0,0
2020-03-03,VA,Virginia,0.0,0.0,6451.0,0.0,0.0,0,0,0
2020-03-04,VA,Virginia,0.0,0.0,6452.0,0.0,0.0,0,0,0
2020-03-05,VA,Virginia,0.0,18.0,6453.0,0.0,0.0,0,18,0
2020-03-06,VA,Virginia,0.0,21.0,6455.0,0.0,0.0,0,3,0
2020-03-07,VA,Virginia,0.0,31.0,6457.0,0.0,0.0,0,10,0
2020-03-08,VA,Virginia,2.0,36.0,6462.0,0.0,0.0,2,5,0
2020-03-09,VA,Virginia,3.0,38.0,6463.0,0.0,0.0,1,2,0
2020-03-10,VA,Virginia,8.0,53.0,6473.0,0.0,0.0,5,15,0
2020-03-11,VA,Virginia,9.0,60.0,6484.0,0.0,0.0,1,7,0
2020-03-12,VA,Virginia,17.0,117.0,6516.0,0.0,0.0,8,57,0
2020-03-13,VA,Virginia,30.0,117.0,6601.0,0.0,0.0,13,0,0
2020-03-14,VA,Virginia,30.0,117.0,6680.0,0.0,0.0,0,0,0
2020-03-15,VA,Virginia,45.0,363.0,6739.0,0.0,1.0,15,246,1
2020-03-16,VA,Virginia,51.0,438.0,6827.0,0.0,1.0,6,75,0
2020-03-17,VA,Virginia,67.0,961.0,7152.0,0.0,1.0,16,523,0
2020-03-18,VA,Virginia,77.0,1201.0,7376.0,0.0,1.0,10,240,0
2020-03-19,VA,Virginia,94.0,1829.0,7800.0,0.0,2.0,17,628,1
